"league_id","pixel_prod_num","center_number","name","start_date","end_date","lineage_cost","centaman_league_number","day_of_week","cover","gl_account"
"7D771C98-A42E-40B1-9100-8BD29BEC9150","","349","5200-Bello Machre","08/21/2018 0:00","05/21/2019 0:00","8.75","5200","2","3","4115"
"7D7F7FAA-35A0-43B2-89FB-7C012298388C","","384","5402-Val Vista Village","10/18/2018 0:00","03/28/2019 0:00","7.85","5402","4","3","4130"
"7DC4F617-2209-4875-8D32-A894C73EBC5E","","311","5102-AMF MIXERS 2018","07/30/2018 0:00","05/13/2019 0:00","13","5102","1","3","4115"
"7F25D8BC-4830-44B8-82E9-531FA624C92E","","211","5213-Toys for Tots Bowling clu","10/23/2018 0:00","01/01/2019 0:00","5","5213","2","3","4115"
"7F321583-498D-4D52-8D71-919B144842A8","","205","5101-Country Club Estates 2018","10/22/2018 0:00","04/08/2019 0:00","9.75","5101","1","3","4130"
"7F4964E6-81F2-49E2-BC31-96F1EEC0E695","","414","7107-GISD Special Olympics 201","09/10/2018 0:00","02/18/2019 0:00","1","9997107","8","1","4140"
"7F9C848A-BD77-4DC0-9990-E7F3A30F8246","","412","7703-Post Office MDA","10/21/2018 0:00","11/25/2018 0:00","10","9997703","8","3","4140"
"7FAAF2B5-5E27-4B7E-A038-174DFF4A37D5","","850","5201-SPECIAL FORCES","08/28/2018 0:00","04/23/2019 0:00","9.5","5201","2","3","4115"
"7FE0258A-BACA-4EAF-8EEC-B9D872384475","","227","9500-Lights Out Bowling Club","10/19/2018 0:00","01/04/2019 0:00","12","9500","5","3","4115"
"80C9276D-2A54-4791-ABEB-32AB5D7C9605","","292","7722-That's What I do","10/21/2018 0:00","11/25/2018 0:00","1","9997722","8","1","4140"
"80F99D61-6165-4A15-A93A-90B85143A0FE","","238","5603-OAM 2 Saturday Night Live","08/25/2018 0:00","06/22/2019 0:00","17","5603","6","3","4115"
"80FED262-8FE6-4740-AD21-B0030F90B576","","128","5401-Golfers Bowling League 20","10/18/2018 0:00","04/25/2019 0:00","11.25","5401","4","3","4115"
"817E0A67-1424-407E-8B51-53F2C94D6E32","","203","5400-Grigg's Plumbing Thurs. A","08/23/2018 0:00","04/25/2019 0:00","11.5","5400","4","3","4115"
"81D1AB5B-958A-420D-85C1-8262EA2DE0EC","","89","5701-Sunday Mixed Travel Leagu","10/21/2018 0:00","11/25/2018 0:00","11.75","9995701","8","6","4140"
"81EC1C26-9B6C-4D7A-A6A3-D90EAE3B61F6","","596","7719-Buzzard Club of Dallas","10/28/2018 0:00","12/09/2018 0:00","11.75","9997719","8","3","4140"
"8226BAE1-6B8D-4AE8-85B4-4FC5307E8506","","215","5402-Thursday Jr/Adult Trios","08/30/2018 0:00","05/02/2019 0:00","7.5","5402","4","3","4125"
"8259E46B-2BEE-43BE-806F-8B4F824D4FB0","","203","5305-Palm Bay","10/31/2018 0:00","03/27/2019 0:00","11.5","5305","3","3","4130"
"82E06215-3C96-413F-AB2E-B056B858E31C","","883","5303-SHIFTWORKERS","08/01/2018 0:00","04/10/2019 0:00","10.5","5303","3","3","4115"
"83771BAB-2334-469D-B2BE-E32A7A8AE7B9","","297","7402-Thanksgiving Turkey Shoot","10/04/2018 0:00","12/20/2018 0:00","10","9997402","8","5","4140"
"83C7897D-79A5-4112-9D82-892B4F40C95F","","215","5300-Wednesday Black Oak No-Ta","08/22/2018 0:00","05/01/2019 0:00","7","5300","3","3","4115"
"84303014-208B-4AF1-85DA-1BCA72960833","","207","5201-Saddle Oak","09/18/2018 0:00","04/16/2019 0:00","11","5201","2","3","4130"
"8482A450-7C89-4128-A7A9-37C1BE2A0B3B","","873","5401-SR. HANDICAP TRIOS","08/23/2018 0:00","05/30/2019 0:00","10.65","5401","4","3","4130"
"85662A04-CFFD-4660-A288-851535E49FE3","","873","5100-SCRATCH DOUBLES","09/03/2018 0:00","12/24/2018 0:00","10","5100","1","3","4115"
"86B5CAD3-03F1-44F6-8677-E2236447CC85","","883","5102-WILD MEADOWS","08/13/2018 0:00","05/06/2019 0:00","9","5102","1","3","4130"
"8884D188-BB5E-4D31-BB09-6C01870A8869","","883","5604-USBC PEE WEES","08/11/2018 0:00","04/20/2019 0:00","6","5604","6","2","4125"
"893C9ACF-3F08-406D-A9DC-C0606B0FC9C8","","65","5401-Not That Good 18/19","08/23/2018 0:00","05/09/2019 0:00","13.1","5401","4","3","4115"
"8AEF794F-09F3-4912-B145-E03BB24A9D5A","","883","5400-THURSDAY SUN SHINE","08/09/2018 0:00","04/25/2019 0:00","8.75","5400","4","3","4130"
"8B65D2CF-8088-4507-B6B3-F02627C7C638","","349","5100-Monday Night Trio's","08/27/2018 0:00","05/27/2019 0:00","10.5","5100","1","3","4115"
"8C4CFB44-33FE-41E5-BF9B-B19DD8827C55","","609","7706-CVM Youth Tournament 2018","10/21/2018 0:00","12/02/2018 0:00","9.75","9997706","8","3","4140"
"8CE29815-C7C8-4541-8397-DDC5ADE4624F","","245","5102-Senior Strikers 2018","08/27/2018 0:00","05/27/2019 0:00","10.5","5102","1","3","4130"
"8D59081A-97C5-4840-A35C-3B7E7F708B1F","","894","5402-High School Travel League","10/18/2018 0:00","01/24/2019 0:00","6","5402","4","3","4125"
"8D974018-B6C8-4296-8EE5-2386D559A584","","427","5604-Family Feud Winter 2019","10/27/2018 0:00","02/16/2019 0:00","9.5","5604","6","3","4125"
"8DDAE5ED-0C97-4437-B2F2-55296448AA8F","","211","5501-Men's Club Bowling League","08/24/2018 0:00","04/12/2019 0:00","11.25","5501","5","3","4115"
"8DE26D5C-B6E5-43F5-8571-C380D0810E51","","242","5105-FUNTIME","10/22/2018 0:00","05/20/2019 0:00","3.75","5105","1","1","4125"
"8DEF57E1-9F4B-443E-98D8-53FFDC6B0D6A","","892","5603-Division II Elite 18-19","08/25/2018 0:00","04/27/2019 0:00","8.25","5603","6","3","4125"
"8E908EB9-FFBB-4C7B-9A74-066BCD87FAC7","","839","9500-Lights Out Bowling Club","09/26/2018 0:00","12/19/2018 0:00","10","9500","3","3","4125"
"8EB406A4-B817-4991-9A16-3B19E7547AAC","","871","5300-Wednesday Vegas Express","08/29/2018 0:00","05/29/2019 0:00","9.5","5300","3","3","4115"
"8ECE9028-0E79-47B0-B199-50AE790DD6D7","","559","7724-Support the Vets Tourname","10/28/2018 0:00","12/02/2018 0:00","6","9997724","8","3","4140"
"8EEE1211-3091-4F60-8846-0E7B6A283B0B","","217","5303-Bldg 601","09/12/2018 0:00","05/01/2019 0:00","8.5","5303","3","3","4115"
"8F0CB199-66B9-4B66-8FB3-60764A0AA359","","77","7705-UBA Tour Stop 2018","10/21/2018 0:00","11/25/2018 0:00","8.25","9997705","8","3","4140"
"8F4EAF9C-DE90-453F-AD0B-001EA27C3459","","883","5104-Newcomers","10/08/2018 0:00","06/08/2020 0:00","5.5","5104","1","2","4115"
"8FA17F1D-9817-4545-B9CD-16C60A5E1087","","245","9300-Family Time Bowling Club","10/31/2018 0:00","01/30/2019 0:00","12","9300","3","3","4125"
"900D9F54-D69A-43F0-A512-A417DC50D194","","183","7711-LIUSBC 9 No Tap","10/28/2018 0:00","12/02/2018 0:00","9","9997711","8","3","4140"
"910A439A-3402-4E2C-8E34-48CB9AF8B9E7","","615","5102-Williamson Memorial Fall ","08/27/2018 0:00","07/08/2019 0:00","13","5102","1","3","4115"
"91659A0B-5C39-49AA-AB1C-EDFC0A925066","","846","5401-Thursday Night Mixed","08/09/2018 0:00","05/09/2019 0:00","13.15","5401","4","3","4115"
"923880AC-168F-4228-A379-599D8EC5677D","","207","5103-On Top Of The World","08/27/2018 0:00","04/15/2019 0:00","11","5103","1","3","4130"
"928A9A9C-5DEA-42AC-8CF9-058FEA9FE67D","","373","9705-Gr8er Times Bowling Club","10/28/2018 0:00","01/27/2019 0:00","10","9705","7","3","4115"
"936FFB5E-9150-405F-9049-C7BF0FA45577","","546","5303-Wednesday Night Mixers 17","08/08/2018 0:00","04/10/2019 0:00","13.25","5303","3","3","4115"
"9370C7DB-BEB0-48B7-AC81-EFA0820C2634","","287","7604-Travel League 287","10/06/2018 0:00","04/06/2019 0:00","8.5","9997604","8","3","4140"
"94315746-9F19-4D6D-8721-E5B74D55FD3C","","829","5106-Overland 1B Miller","10/22/2018 0:00","12/17/2018 0:00","5","5106","1","2","4125"
"94315746-9F19-4D6D-8721-E5B74D55FD3C","","829","5106-Overland 1B Miller","10/22/2018 0:00","12/17/2018 0:00","5","5106","2","2","4125"
"94315746-9F19-4D6D-8721-E5B74D55FD3C","","829","5106-Overland 1B Miller","10/22/2018 0:00","12/17/2018 0:00","5","5106","3","2","4125"
"94315746-9F19-4D6D-8721-E5B74D55FD3C","","829","5106-Overland 1B Miller","10/22/2018 0:00","12/17/2018 0:00","5","5106","4","2","4125"
"94315746-9F19-4D6D-8721-E5B74D55FD3C","","829","5106-Overland 1B Miller","10/22/2018 0:00","12/17/2018 0:00","5","5106","5","2","4125"
"94F2A666-803F-408A-A32C-58F6654E5B67","","873","5303-Fontana CSD","09/12/2018 0:00","12/05/2018 0:00","10","5303","3","3","4115"
"957A1A1F-E827-45B0-BBE4-E564731EEDB7","","304","7614-ABT 11/18","10/27/2018 0:00","12/09/2018 0:00","7.35","9997614","8","3","4140"
"95A8BD5B-E2B6-4777-9EAB-A24528B48A24","","220","7611-Special Olympics","10/20/2018 0:00","11/24/2018 0:00","2","9997611","8","3","4140"
"95B3A12D-A78F-4131-8659-B1104C7A1D53","","608","5303-Gamblers Anonymous Fall 1","10/24/2018 0:00","05/15/2019 0:00","12.75","5303","3","3","4115"
"95DBBF99-AD05-459F-9E30-DE1D624DBD9E","","850","5404-O.W.L","10/18/2018 0:00","01/31/2019 0:00","8","5404","4","3","4115"
"95EBBAE6-C6D9-4423-8853-8D84733B1914","","892","7401-Sourthern Regional TNBA T","11/01/2018 0:00","12/06/2018 0:00","6.75","9997401","8","3","4140"
"961BEB6D-E677-4F2E-8254-B0EE32ABC4E9","","513","5403-Corvette Club","09/27/2018 0:00","04/18/2019 0:00","11.25","5403","4","3","4115"
"9647115B-6E4B-4677-AAF6-146A24A19473","","598","5102-F2018-19 Columbia 300 Men","08/27/2018 0:00","05/20/2019 0:00","13.25","5102","1","3","4115"
"97FB32B5-DD0D-4FF0-81DB-5F462753C71D","","892","7685-GSAUSBC Ladies City Tourn","10/20/2018 0:00","11/24/2018 0:00","9","9997685","8","3","4140"
"97FBB8B1-CB3B-43F0-B949-1933F037F7F2","","203","7609-State Games","09/29/2018 0:00","11/03/2018 0:00","3.75","9997609","8","2","4140"
"980693C0-7268-4C77-B553-4D2E98A9469A","","873","5302-SENIOR NO-TAP","08/22/2018 0:00","04/24/2019 0:00","9","5302","3","3","4130"
"9809D03A-D37C-43DD-86E7-B9ECF11A7A83","","220","5105-Maryvale HS","10/22/2018 0:00","02/18/2019 0:00","6","5105","1","3","4125"
"9809D03A-D37C-43DD-86E7-B9ECF11A7A83","","220","5105-Maryvale HS","10/22/2018 0:00","02/18/2019 0:00","6","5105","2","3","4125"
"9809D03A-D37C-43DD-86E7-B9ECF11A7A83","","220","5105-Maryvale HS","10/22/2018 0:00","02/18/2019 0:00","6","5105","3","3","4125"
"9809D03A-D37C-43DD-86E7-B9ECF11A7A83","","220","5105-Maryvale HS","10/22/2018 0:00","02/18/2019 0:00","6","5105","4","3","4125"
"989B5084-53E8-4384-BCD8-01C18303FC8B","","244","9301-Family Time Bowling Club","10/31/2018 0:00","02/13/2019 0:00","10","9301","3","3","4125"
"98EB6614-CF64-4C44-900F-B1BA6B14F795","","883","5500-LOWER DELAWARE SENATE","08/10/2018 0:00","04/26/2019 0:00","12.75","5500","5","3","4115"
"993F331E-445E-4C79-9AA6-0BA17D93812B","","207","5504-Western Stars","08/24/2018 0:00","04/18/2019 0:00","10.75","5504","4","3","4130"
"9943A5E9-9737-4D8E-BC1A-D66BDD072AB7","","154","7736-9 pin relay","10/21/2018 0:00","11/25/2018 0:00","4","9997736","8","2","4140"
"998ADBBC-343E-4EA9-95B0-B7BDD1D2ED6C","","256","3704-Women's Club","02/18/2018 0:00","12/16/2018 0:00","8","3704","7","4","4115"
"99F6DA6D-EA13-42CE-BA7A-89C2CDAB4BD5","","205","5402-Fore Got To Aim","10/18/2018 0:00","03/07/2019 0:00","10","5402","4","2","4115"
"9BB11881-7ECE-440A-8780-BBECC15C63A2","","401","5502-Plantation rv","10/19/2018 0:00","04/26/2019 0:00","12.5","5502","5","3","4130"
"9CA219A9-AE67-40A0-B322-38717EBBB0DC","","529","5703-9-Pin No Tap","10/21/2018 0:00","01/20/2019 0:00","10","5703","7","3","4115"
"9D7792C6-2B49-44A4-99B2-7219FE896EDA","","802","5400-Degenerate Bowlers","10/11/2018 0:00","04/11/2019 0:00","8.5","5400","4","3","4115"
"9DD06094-F792-4423-94C8-EC0AC2FAE29E","","583","8400-Get Your Gear League 2018","05/03/2018 0:00","11/07/2018 0:00","22","8400","4","3","4115"
"9DD5A0EC-CBE5-4E39-A2DE-63FE1C2F0782","","529","5400-Gear Up Bowling Club","10/18/2018 0:00","01/24/2019 0:00","10","5400","4","3","4115"
"9E69ABFF-833A-4282-AEBF-5AA3AF3EAA34","","559","7642-Strikes For A Cause","10/27/2018 0:00","12/01/2018 0:00","11.75","9997642","8","3","4140"
"9F24DBF9-5E6C-460E-95D7-A6CBB9763776","","223","7621-Cleveland Classic  Third ","10/06/2018 0:00","11/11/2018 0:00","7.6","9997621","8","4","4140"
"9F7A70CC-1C24-408C-A85D-74525A3FBA4C","","616","7632-Mobile USBC CityTournamen","10/27/2018 0:00","12/02/2018 0:00","10","9997632","8","3","4140"
"9FAAAB96-85B4-4677-8080-C1B234726688","","403","5501-Beacon Hill Fall 18-19","10/19/2018 0:00","04/05/2019 0:00","9.25","5501","5","3","4130"
"A12A8E64-4FD5-4725-AD3D-0949B45474EA","","358","7618-City Mixed","09/01/2018 0:00","11/05/2018 0:00","2.25","9997618","8","1","4140"
"A19F3A0D-3FD9-4880-A9DB-BDBEA270CFC8","","840","9402-Gr8er Times Bowling Club","10/18/2018 0:00","01/24/2019 0:00","10","9402","4","3","4115"
"A205162A-58CF-4382-B02D-2B6D1C87F4B7","","277","7605-Womens 500","10/27/2018 0:00","12/01/2018 0:00","3","9997605","8","1","4140"
"A29C689B-3781-43A8-8ABA-1A6426D84D8E","","231","5306-Satellite Mixed 2018-2019","08/15/2018 0:00","05/08/2019 0:00","10.1","5306","3","3","4115"
"A29D991A-ABB5-4B10-970E-030407DDA31F","","572","7624-Nisei Senior No Tap","10/27/2018 0:00","12/08/2018 0:00","9","9997624","8","3","4140"
"A2F1B541-37C1-467D-A9CA-A4EB6E73D28A","","312","5235-Lake Ridge Bowlers","09/25/2018 0:00","04/23/2019 0:00","9.5","5235","2","3","4130"
"A35ABB08-6B81-4690-9BF5-F5EE92892577","","64","5303-FHI360 FALL 2018","08/15/2018 0:00","04/17/2019 0:00","10.5","5303","3","3","4115"
"A3CEA29A-4F31-4357-9506-45AD3460DD7A","","163","5206-1800 Flowers","10/23/2018 0:00","05/14/2019 0:00","13.25","5206","2","3","4115"
"A3CEFE15-C569-468D-B431-BE9C371CFE34","","827","9201-Cashback Bowling Club III","10/18/2018 0:00","02/21/2019 0:00","12","9201","4","3","4115"
"A3E13AC4-BE08-4A67-9CE9-81D61DAE9142","","842","5300-Wednesday Men's","08/22/2018 0:00","05/15/2019 0:00","12","5300","3","3","4115"
"A446C907-659A-434D-A540-E40CF667EBB9","","595","7639-North Texas Deaf Bowling ","10/27/2018 0:00","12/01/2018 0:00","9","9997639","8","3","4140"
"A4D42FED-D87D-4DD8-985D-72EA7AE0E32A","","276","5301-Peppy Pioneers 18-19","08/15/2018 0:00","05/22/2019 0:00","8","5301","3","3","4130"
"A4F43944-6BD7-4996-AA58-B691CD738A2B","","615","9600-Family Time Bowling Club","10/20/2018 0:00","02/02/2019 0:00","9","9600","6","3","4125"
"A531C26A-23E3-4B18-B43B-5A7FA9574B13","","513","5703-All Family and Friends","08/26/2018 0:00","04/28/2019 0:00","11.25","5703","7","3","4115"
"A54EF932-9A8D-4724-B05B-9EF944CBF0C2","","70","7707-All Star Girls Team","10/14/2018 0:00","11/18/2018 0:00","12","9997707","8","6","4140"
"A57EFBAA-1E8A-41BC-B438-3DC36D29B27B","","34","5300-Gate City Trios Fall","08/08/2018 0:00","05/08/2019 0:00","9","5300","3","3","4115"
"A594A69F-84DF-4636-A168-31D6F50C24EF","","207","5601-Pee Wee Junior's","09/01/2018 0:00","04/27/2019 0:00","8.5","5601","6","2","4125"
"A5EFEA55-5835-4E2E-8951-5D7B6ACE820F","","847","5201-ALEXANDERS","08/14/2018 0:00","05/07/2019 0:00","14","5201","2","3","4115"
"A89CDADF-B547-4317-A975-247AC9A7AEEB","","844","7653-Glenbrook High School Inv","10/20/2018 0:00","11/24/2018 0:00","100","9997653","8","6","4140"
"A8A1C629-2F32-46BA-A0FD-BA078908EA70","","873","6300-MId Week Madness","06/13/2018 0:00","11/07/2018 0:00","9.5","6300","3","3","4115"
"A8AB7A14-EDD9-4B17-86C2-8F421A595FC8","","373","9706-Gr8er Times Bowling Club ","10/28/2018 0:00","01/27/2019 0:00","16","9706","7","3","4115"
"A8C51FA4-70CB-485D-BA93-E2B2D2A0929E","","276","5504-Tulsa Social Sports Frida","10/26/2018 0:00","01/04/2019 0:00","5","5504","5","2","4115"
"A95B624A-F832-4138-96F2-5251A8560A72","","873","5702-So. Calif. Men's Club","07/29/2018 0:00","01/27/2019 0:00","10","5702","7","4","4115"
"A96CA090-8557-43A2-BA52-39B76335616F","","204","5401-BuckingHam Club 2018-2019","10/18/2018 0:00","06/13/2019 0:00","9","5401","4","3","4115"
"AA4C0C8F-9F87-42FB-A3FE-89F8BBFB9591","","854","7134-No Tap Tournament","09/17/2018 0:00","07/14/2019 0:00","2.75","9997134","8","1","4140"
"AA9E99F1-A39D-4E0E-8601-C7B6A5F059EA","","357","5204-Tuesday AM Mixed","08/14/2018 0:00","05/21/2019 0:00","8.6","5204","2","3","4115"
"AB1170B0-9398-48F1-A776-D8A08A1B313F","","516","7401-Thanksgiving Turkey Shoot","09/27/2018 0:00","12/06/2018 0:00","10","9997401","8","3","4140"
"AB8C57F9-9AE7-46D6-87C5-27581F86CDD5","","881","5200-Frustrated Bowlers","08/21/2018 0:00","06/04/2019 0:00","11.87","5200","2","3","4115"
"ABD1144A-02FA-4292-B6F8-5716F15F3F8D","","183","7602-UBA","10/27/2018 0:00","12/01/2018 0:00","4","9997602","8","1","4140"
"ABE462AC-F000-40B6-8B39-DA1960C9BF2E","","203","5401-Thursday AM Mixed Seniors","10/18/2018 0:00","04/04/2019 0:00","11.5","5401","4","3","4130"
"ABF10441-74F9-462D-9EE9-3917D4953F44","","297","5201-Bowling Golfers Group 201","10/30/2018 0:00","03/12/2019 0:00","11.25","5201","2","3","4115"
"AC3993D9-CE76-444E-9894-CD6E33BB62D4","","540","6302-OCM BOCES","07/04/2018 0:00","11/07/2018 0:00","2.29","6302","3","3","4125"
"AC3993D9-CE76-444E-9894-CD6E33BB62D4","","540","6302-OCM BOCES","07/04/2018 0:00","11/07/2018 0:00","2.29","6302","4","3","4125"
"AD8FE4C9-AB8F-4F2F-819E-3020700A28AE","","401","5206-Pennbrooke","09/18/2018 0:00","03/26/2019 0:00","12.5","5206","2","3","4115"
"AEDF0412-3BF6-4CC3-AFDD-6F5291889D58","","89","9201-Vegas Team Challenge Las ","09/18/2018 0:00","06/04/2019 0:00","11.33","9201","2","3","4115"
"AEFF2523-9FCB-4483-82E4-FE2E9DD0FAEC","","248","5303-Arabia Mixed","08/22/2018 0:00","05/22/2019 0:00","14.4","5303","3","3","4115"
"AFE83CDA-2FFC-4254-91B4-6086F96DCD78","","602","7608-Women's Championship","10/20/2018 0:00","11/24/2018 0:00","2.75","9997608","8","1","4140"
"AFECDD0C-8717-49AD-91AB-AB5D86348D3A","","203","5102-Chateau Village","10/22/2018 0:00","04/01/2019 0:00","11.5","5102","1","3","4130"
"B05FE5C7-EC61-46AE-A072-02C49995B7D5","","564","5108-Monday Men's Hdcp","08/27/2018 0:00","05/13/2019 0:00","13","5108","1","3","4115"
"B0745A3D-76B1-4993-BBB0-6F37CBD1C46E","","517","9201-Lights Out Bowling Club","09/18/2018 0:00","12/04/2018 0:00","10","9201","2","3","4115"
"B081C2B7-BA44-4D64-B736-4C09628A29C3","","230","5502-Friday Night Mixed","08/24/2018 0:00","03/15/2019 0:00","14","5502","5","3","4115"
"B1A4C15A-060D-4137-AD2F-FD12A6F16FB6","","516","7503-TNBA","10/26/2018 0:00","11/25/2018 0:00","9","9997503","8","3","4140"
"B2A99A96-100C-49EC-B2A5-3BE3408E5E9D","","250","5403-High School League HDCP 2","10/25/2018 0:00","02/14/2019 0:00","5.9","5403","2","3","4125"
"B2A99A96-100C-49EC-B2A5-3BE3408E5E9D","","250","5403-High School League HDCP 2","10/25/2018 0:00","02/14/2019 0:00","5.9","5403","4","3","4125"
"B347F00C-ABCD-49D7-8238-062D4B672059","","349","5500-Ladies Night on the Lanes","09/07/2018 0:00","01/18/2019 0:00","10","5500","5","3","4115"
"B4003CCE-55A0-430C-8E30-8B0AEAB20E94","","821","5403-MORNING GLORIES","08/23/2018 0:00","05/30/2019 0:00","9.6","5403","4","3","4115"
"B4449A71-4C82-4FC4-A1C5-C0D41C0BD28E","","155","5200-Spur's Social","10/23/2018 0:00","02/19/2019 0:00","10","5200","2","5","4115"
"B47CC623-DF11-482C-903B-86190A76B9AF","","852","5511-South Brunswick HS BC","10/19/2018 0:00","12/14/2018 0:00","8","5511","5","2","4125"
"B481C6ED-668E-4BD0-B8AE-D6D4DC5FF3D2","","888","5402-Wheeler Memorial Elite","08/16/2018 0:00","05/16/2019 0:00","12.5","5402","4","3","4115"
"B48FD3B3-F934-46E9-931A-390426772197","","526","7608-Womens 600 regional Tourn","10/06/2018 0:00","11/11/2018 0:00","2.33","9997608","8","1","4140"
"B537E1D8-6CC2-43B5-A420-3B3E3D592E5F","","852","5607-South Brunswick HS Specia","10/20/2018 0:00","04/27/2019 0:00","8.75","5607","6","3","4125"
"B5E125E3-8061-4D9A-9202-946E01611FC2","","517","5501-Reliable Heating & Coolin","10/19/2018 0:00","04/05/2019 0:00","10.5","5501","5","3","4115"
"B602849F-076E-4E2D-8037-48FE4D3573D8","","21","7703-Highest Ground Celebrity ","10/21/2018 0:00","11/25/2018 0:00","5","9997703","8","3","4140"
"B64AA80F-8E23-4105-A57E-3D0CCEF3E51D","","884","9101-Gr8 Times Bowling Club II","10/29/2018 0:00","01/28/2019 0:00","9","9101","1","3","4115"
"B73D0E8F-1E81-4619-AE88-642A56106410","","526","5105-Waterville School Practic","10/22/2018 0:00","02/18/2019 0:00","7.95","5105","1","3","4125"
"B869871C-8750-4EA0-9315-28DA8D16BE9D","","852","5109-Middlesex High School GMC","10/29/2018 0:00","04/12/2019 0:00","3.2","5109","1","1","4125"
"B869871C-8750-4EA0-9315-28DA8D16BE9D","","852","5109-Middlesex High School GMC","10/29/2018 0:00","04/12/2019 0:00","3.2","5109","2","1","4125"
"B869871C-8750-4EA0-9315-28DA8D16BE9D","","852","5109-Middlesex High School GMC","10/29/2018 0:00","04/12/2019 0:00","3.2","5109","3","1","4125"
"B869871C-8750-4EA0-9315-28DA8D16BE9D","","852","5109-Middlesex High School GMC","10/29/2018 0:00","04/12/2019 0:00","3.2","5109","4","1","4125"
"B869871C-8750-4EA0-9315-28DA8D16BE9D","","852","5109-Middlesex High School GMC","10/29/2018 0:00","04/12/2019 0:00","3.2","5109","5","1","4125"
"B8C119A5-5D6E-4DDD-B7B9-860683B01095","","523","5104-It's Your Choice League","10/22/2018 0:00","02/18/2019 0:00","12","5104","1","3","4115"
"B8D2169C-A54A-4F45-884B-913098F70D5F","","183","7712-LIUSBC Junior No-Tap","10/28/2018 0:00","12/02/2018 0:00","9","9997712","8","3","4140"
"B8D9A99C-3339-4303-B748-F4C3540423D5","","504","5701-Fun Lovers 18-19","08/26/2018 0:00","05/12/2019 0:00","10.5","5701","7","3","4115"
"B91BC59F-C7F3-4B35-BB7A-C0FBAAFA5E11","","287","5102-Brighton High School","10/23/2018 0:00","03/11/2019 0:00","1.95","5102","1","4","4125"
"B91BC59F-C7F3-4B35-BB7A-C0FBAAFA5E11","","287","5102-Brighton High School","10/23/2018 0:00","03/11/2019 0:00","1.95","5102","2","4","4125"
"B91BC59F-C7F3-4B35-BB7A-C0FBAAFA5E11","","287","5102-Brighton High School","10/23/2018 0:00","03/11/2019 0:00","1.95","5102","3","4","4125"
"B91BC59F-C7F3-4B35-BB7A-C0FBAAFA5E11","","287","5102-Brighton High School","10/23/2018 0:00","03/11/2019 0:00","1.95","5102","4","4","4125"
"B95D3801-77D9-46E0-AA3C-3B8F270A544C","","833","7692-Denver USBC Open Masters","09/29/2018 0:00","12/02/2018 0:00","2.25","9997692","8","1","4140"
"B9B70F01-FB5B-426F-AFE7-7E48414D0D26","","211","5104-Village Hylanders","08/13/2018 0:00","05/20/2019 0:00","11.75","5104","1","3","4115"
"B9E86D6F-80F5-42D0-B1D0-9642224D8CF4","","291","7610-Conference High School To","10/27/2018 0:00","12/01/2018 0:00","0.01","9997610","8","3","4140"
"BA093BCB-648A-4AEF-BBB4-7FB8DD8C8A01","","403","5400-Heatherwood Fall 18 - 19","11/01/2018 0:00","03/28/2019 0:00","8.75","5400","4","3","4130"
"BA505DD2-95F8-448E-BC2F-8A68C530A6E2","","89","7616-AISD Match Play","10/20/2018 0:00","02/02/2019 0:00","1.95","9997616","8","3","4140"
"BA768288-620C-40FD-B0F9-59115538EAB9","","312","5400-Cascade Lakes","09/27/2018 0:00","04/25/2019 0:00","9.5","5400","4","3","4115"
"BBC993FD-66F6-49B6-A949-13096CD81F8C","","884","5201-Talloowwood Isle","10/23/2018 0:00","05/07/2019 0:00","7.25","5201","2","3","4130"
"BBD20E56-29A1-4E7A-89FF-4F7D78BF15F5","","513","5307-Hackers","09/05/2018 0:00","06/19/2019 0:00","10","5307","1","3","4115"
"BBD20E56-29A1-4E7A-89FF-4F7D78BF15F5","","513","5307-Hackers","09/05/2018 0:00","06/19/2019 0:00","10","5307","3","3","4115"
"BC0D25BA-1276-4764-A062-A668A4CC630D","","312","5300-High Point 5","09/12/2018 0:00","05/08/2019 0:00","9.5","5300","3","3","4130"
"BD3E560A-0EB3-4E78-B169-8BD233FA97F0","","203","5406-Tropic Isles","10/18/2018 0:00","03/21/2019 0:00","11.5","5406","4","3","4130"
"BE0DECFB-D08A-410D-8C4B-D45971418CCD","","311","5301-Early Risers II Fall 2018","08/22/2018 0:00","05/15/2019 0:00","9.75","5301","3","3","4115"
"BE2F47B5-6670-42F8-AC63-CF147C31F0CA","","829","7749-Elks Travel League","10/28/2018 0:00","12/09/2018 0:00","7.5","9997749","8","3","4140"
"BE9F255D-45F8-466B-AFFA-D037DF6EEEEC","","102","9400-High 5 Jersey League","10/25/2018 0:00","01/24/2019 0:00","15","9400","4","3","4115"
"BF07D1F2-E032-4104-B296-81E8BAA8EE38","","349","5401-Thursday Nite Owls Fall","08/23/2018 0:00","05/09/2019 0:00","11.5","5401","4","3","4115"
"C009B530-6CE1-4BD1-938D-A2D567B1F0A2","","849","5303-WEST END GANG SENIORS 18-","08/08/2018 0:00","05/08/2019 0:00","8.5","5303","3","3","4115"
"C00B4712-7DF3-48CD-A15F-59C10D9C29E0","","212","5503-Bowling for fun (5503)","10/26/2018 0:00","05/24/2019 0:00","7.5","5503","5","3","4115"
"C035834A-E9D0-46A0-BEFF-78A298842025","","342","9700-Lights Out Bowling Club","10/28/2018 0:00","01/13/2019 0:00","13","9700","7","3","4115"
